id	accession	organism_code	organism_name	order	uniprot_length	module_len	tail_len	total_len
D7AX08_NOCDD/2-74	D7AX08	NOCDD	Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei)	Streptosporangiales	75	32	41	73
A0A7K3GV62_9ACTN/2-66	A0A7K3GV62	9ACTN		None		32	33	65
A0A944QEJ1_9MICC/2-73	A0A944QEJ1	9MICC		None		32	40	72
A0A1R4IGT3_9MICO/2-63	A0A1R4IGT3	9MICO	Mycetocola reblochoni REB411	Micrococcales	65	32	30	62
Q6ACF1_LEIXX/2-63	Q6ACF1	LEIXX	Leifsonia xyli subsp. xyli (strain CTCB07)	Micrococcales	73	32	30	62
A0A7G7CRA9_9CORY/2-76	A0A7G7CRA9	9CORY	Corynebacterium incognita	Mycobacteriales	91	32	43	75
A0A841IHU0_9ACTN/2-73	A0A841IHU0	9ACTN	Nocardiopsis algeriensis	Streptosporangiales	74	32	40	72
A0A075JJL0_9MICO/2-64	A0A075JJL0	9MICO	Dermacoccus nishinomiyaensis	Micrococcales	65	32	31	63
A0A1U7MUW7_9MICO/2-77	A0A1U7MUW7	9MICO		None		32	44	76
A0A505DEL4_9ACTN/2-83	A0A505DEL4	9ACTN	Streptomyces sporangiiformans	Kitasatosporales	85	32	50	82
A0A9W6KSP4_9ACTN/2-64	A0A9W6KSP4	9ACTN	Dactylosporangium matsuzakiense	Micromonosporales	74	32	31	63
A0A846Y5E5_9NOCA/2-68	A0A846Y5E5	9NOCA	Nocardia vermiculata	Mycobacteriales	68	32	35	67
A0A7W7QVP5_9ACTN/2-63	A0A7W7QVP5	9ACTN	Streptosporangium saharense	Streptosporangiales	77	32	30	62
A0A7I9XX65_9MYCO/2-63	A0A7I9XX65	9MYCO	Mycobacterium botniense	Mycobacteriales	63	32	30	62
K5BDL5_MYCHD/2-60	K5BDL5	MYCHD	Mycolicibacterium hassiacum (strain DSM 44199 / CIP 105218 / JCM 12690 / 3849) (Mycobacterium hassiacum)	Mycobacteriales	60	32	27	59
D0L437_GORB4/2-57	D0L437	GORB4	Gordonia bronchialis (strain ATCC 25592 / DSM 43247 / BCRC 13721 / JCM 3198 / KCTC 3076 / NBRC 16047 / NCTC 10667) (Rhodococcus bronchialis)	Mycobacteriales	58	32	24	56
A0A0W8IEJ6_9MICO/2-78	A0A0W8IEJ6	9MICO	Serinicoccus chungangensis	Micrococcales	82	32	45	77
A0A3P1SFR1_9ACTO/2-68	A0A3P1SFR1	9ACTO	Schaalia canis	Actinomycetales	71	32	35	67
A0A3N2DBG5_9MICO/2-64	A0A3N2DBG5	9MICO	Salana multivorans	Micrococcales	64	32	31	63
A0A261FRA3_9BIFI/2-100	A0A261FRA3	9BIFI	Bifidobacterium lemurum	Bifidobacteriales	137	32	67	99
A0A367EUS6_9ACTN/2-73	A0A367EUS6	9ACTN	Sphaerisporangium album	Streptosporangiales	74	32	40	72
B2HH28_MYCMM/2-59	B2HH28	MYCMM	Mycobacterium marinum (strain ATCC BAA-535 / M)	Mycobacteriales	59	32	26	58
A0A5A9ZHM6_9ACTN/2-61	A0A5A9ZHM6	9ACTN		None		32	28	60
A0A8H2K7D4_9MICO/2-70	A0A8H2K7D4	9MICO	Rhodoglobus vestalii	Micrococcales	73	32	37	69
A0A1R4G463_9MICC/2-70	A0A1R4G463	9MICC	Arthrobacter rhombi	Micrococcales	75	32	37	69
A0A1E7JX99_9ACTN/2-85	A0A1E7JX99	9ACTN	Streptomyces oceani	Kitasatosporales	86	33	51	84
A0A7X0FM82_9MICO/2-60	A0A7X0FM82	9MICO	Microbacterium thalassium	Micrococcales	60	32	27	59
A0A6M6JFW1_9PSEU/2-65	A0A6M6JFW1	9PSEU	Pseudonocardia broussonetiae	Pseudonocardiales	65	32	32	64
A0A7G8WLZ3_9ACTN/2-78	A0A7G8WLZ3	9ACTN		None		32	45	77
A0A8J3WWB3_9ACTN/2-55	A0A8J3WWB3	9ACTN	Planobispora takensis	Streptosporangiales	56	32	22	54
A0A853C750_9ACTN/2-60	A0A853C750	9ACTN	Nocardioides thalensis	Propionibacteriales	61	32	27	59
F3NKL8_9ACTN/2-81	F3NKL8	9ACTN		None		32	48	80
A0A1A3SY45_9MYCO/2-60	A0A1A3SY45	9MYCO		None		32	27	59
A0A2K2RK12_9ACTN/2-68	A0A2K2RK12	9ACTN		None		32	35	67
A0A7G7BKX6_9ACTN/2-64	A0A7G7BKX6	9ACTN	Streptomyces finlayi	Kitasatosporales	87	32	31	63
A0A7L4YN91_9ACTN/2-69	A0A7L4YN91	9ACTN	Epidermidibacterium keratini	Sporichthyales	76	32	36	68
A0A3P1XTE0_9MICO/2-79	A0A3P1XTE0	9MICO		None		32	46	78
A0A426Q0D2_9CORY/2-56	A0A426Q0D2	9CORY	Corynebacterium bovis	Mycobacteriales	58	32	23	55
A0A1K0FRM3_9ACTN/2-68	A0A1K0FRM3	9ACTN	Couchioplanes caeruleus subsp. caeruleus	Micromonosporales	71	32	35	67
A0A919FNL7_9ACTN/2-64	A0A919FNL7	9ACTN	Streptomyces sulfonofaciens	Kitasatosporales	83	32	31	63
A0A540W532_9ACTN/2-79	A0A540W532	9ACTN	Kitasatospora acidiphila	Kitasatosporales	82	32	46	78
A0A853B1G4_9PSEU/2-62	A0A853B1G4	9PSEU	Amycolatopsis endophytica	Pseudonocardiales	62	32	29	61
A0A2W2GVY8_9ACTN/2-54	A0A2W2GVY8	9ACTN	Spongiactinospora gelatinilytica	Streptosporangiales	54	32	21	53
A0A5C4WSA5_9ACTN/2-57	A0A5C4WSA5	9ACTN	Nonomuraea phyllanthi	Streptosporangiales	57	32	24	56
A0A3A9YWG8_9ACTN/2-65	A0A3A9YWG8	9ACTN	Streptomyces hoynatensis	Kitasatosporales	87	32	32	64
A0A0N0GZL9_9ACTN/2-64	A0A0N0GZL9	9ACTN	Streptomyces chattanoogensis	Kitasatosporales	83	32	31	63
A0A8T4F636_9ACTN/2-76	A0A8T4F636	9ACTN		None		32	43	75
Q743E5_MYCPA/2-61	Q743E5	MYCPA		None		32	28	60
A0A9X2DAL0_9ACTN/2-58	A0A9X2DAL0	9ACTN	Nocardioides bruguierae	Propionibacteriales	59	32	25	57
A0A4Y3VRC9_9ACTN/2-66	A0A4Y3VRC9	9ACTN	Streptomyces spinoverrucosus	Kitasatosporales	84	32	33	65
A0A1R3UWD0_9ACTN/2-74	A0A1R3UWD0	9ACTN		None		32	41	73
A0A8J3ASX4_9BIFI/2-77	A0A8J3ASX4	9BIFI	Galliscardovia ingluviei	Bifidobacteriales	120	32	44	76
A0A7W9KJF7_9PSEU/2-62	A0A7W9KJF7	9PSEU	Kutzneria kofuensis	Pseudonocardiales	62	32	29	61
A0A2V1HUF7_9MICO/2-63	A0A2V1HUF7	9MICO	Amnibacterium flavum	Micrococcales	64	32	30	62
A0A1H3I8Z3_9ACTN/2-66	A0A1H3I8Z3	9ACTN	Micromonospora pattaloongensis	Micromonosporales	70	32	33	65
A0A926KEL6_9MICO/2-64	A0A926KEL6	9MICO		None		32	31	63
A0A087VSJ9_9BIFI/2-92	A0A087VSJ9	9BIFI	Bifidobacterium [indicum] DSM 20214 = LMG 11587	Bifidobacteriales	237	32	59	91
A0A7W7FJM9_9MICO/2-65	A0A7W7FJM9	9MICO	Microbacterium marinum	Micrococcales	72	32	32	64
A0A2A7MWH0_MYCAG/2-58	A0A2A7MWH0	MYCAG	Mycolicibacterium agri (Mycobacterium agri)	Mycobacteriales	58	32	25	57
A0A1Y3FDH7_CLAMM/2-64	A0A1Y3FDH7	CLAMM	Clavibacter michiganensis subsp. michiganensis	Micrococcales	69	32	31	63
A0A1G9KGU3_9ACTN/2-70	A0A1G9KGU3	9ACTN	Nonomuraea maritima	Streptosporangiales	76	32	37	69
A0A4R1HZR5_PSEEN/2-66	A0A4R1HZR5	PSEEN	Pseudonocardia endophytica	Pseudonocardiales	68	32	33	65
A0A2W2G8A1_9ACTN/2-68	A0A2W2G8A1	9ACTN	Spongiactinospora gelatinilytica	Streptosporangiales	79	32	35	67
A0A9P2T7T3_THEFU/2-65	A0A9P2T7T3	THEFU	Thermobifida fusca TM51	Streptosporangiales	79	32	32	64
A0A399FZY8_9ACTN/2-65	A0A399FZY8	9ACTN	Thermobifida halotolerans	Streptosporangiales	78	32	32	64
A0A345SXF5_9ACTN/2-64	A0A345SXF5	9ACTN	Peterkaempfera bronchialis	Kitasatosporales	79	32	31	63
A0A2A3AJT0_9MICC/2-66	A0A2A3AJT0	9MICC		None		32	33	65
C5CCZ5_MICLC/2-66	C5CCZ5	MICLC	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / CCM 169 / CCUG 5858 / IAM 1056 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus)	Micrococcales	68	32	33	65
A0A542XX51_9MICO/2-65	A0A542XX51	9MICO	Homoserinimonas aerilata	Micrococcales	66	32	32	64
A0A0S9Q6N7_9ACTN/2-60	A0A0S9Q6N7	9ACTN		None		32	27	59
A0A4R4TF22_9ACTN/2-89	A0A4R4TF22	9ACTN	Streptomyces hainanensis	Kitasatosporales	93	32	56	88
A0A0N7JZ94_9PSEU/2-64	A0A0N7JZ94	9PSEU		None		32	31	63
A0AAJ3NR59_9MYCO/2-61	A0AAJ3NR59	9MYCO	Mycobacterium saskatchewanense	Mycobacteriales	61	32	28	60
A0A222VXG7_9PSEU/2-61	A0A222VXG7	9PSEU	Prauserella marina	Pseudonocardiales	61	32	28	60
A0A849A8Z8_9ACTN/2-76	A0A849A8Z8	9ACTN	Nakamurella aerolata	Nakamurellales	87	32	43	75
A0A7Y6I6P0_9ACTN/2-56	A0A7Y6I6P0	9ACTN	Nonomuraea montanisoli	Streptosporangiales	56	32	23	55
A0A238VPL8_9ACTN/2-71	A0A238VPL8	9ACTN	Blastococcus mobilis	Geodermatophilales	74	32	38	70
A0A5B9G3M3_9MICO/2-64	A0A5B9G3M3	9MICO		None		32	31	63
W9G4I8_9MICO/2-62	W9G4I8	9MICO	Intrasporangium oryzae NRRL B-24470	Micrococcales	64	32	29	61
A0A1A0M900_9MYCO/2-61	A0A1A0M900	9MYCO		None		32	28	60
A0A4P6ECB0_9MICO/2-68	A0A4P6ECB0	9MICO	Microbacterium protaetiae	Micrococcales	70	32	35	67
U2QMR2_9ACTN/1-51	U2QMR2	9ACTN	Propionibacterium acidifaciens F0233	Propionibacteriales	54	21	30	51
A0A2V4BBK8_9PSEU/2-61	A0A2V4BBK8	9PSEU	Prauserella muralis	Pseudonocardiales	61	32	28	60
A0A6L9S5S1_9ACTN/2-65	A0A6L9S5S1	9ACTN	Phytoactinopolyspora halotolerans	Jiangellales	69	32	32	64
A0A6I3KPP8_9NOCA/2-69	A0A6I3KPP8	9NOCA	Nocardia aurantiaca	Mycobacteriales	69	32	36	68
A0A6G7YEM6_9ACTN/2-58	A0A6G7YEM6	9ACTN	Nocardioides piscis	Propionibacteriales	61	32	25	57
A0A2S6GRI9_9PSEU/2-61	A0A2S6GRI9	9PSEU	Actinokineospora auranticolor	Pseudonocardiales	61	32	28	60
A0A124IEZ2_9ACTN/2-79	A0A124IEZ2	9ACTN	Streptomyces dysideae	Kitasatosporales	83	32	46	78
A0A4R6PMP1_NOCIG/2-73	A0A4R6PMP1	NOCIG	Nocardia ignorata	Mycobacteriales	73	32	40	72
A0A917BUH5_9MICO/2-78	A0A917BUH5	9MICO	Ornithinimicrobium tianjinense	Micrococcales	81	33	44	77
A0A0D0N4T9_KITGR/2-76	A0A0D0N4T9	KITGR	Kitasatospora griseola (Streptomyces griseolosporeus)	Kitasatosporales	79	32	43	75
A0A1H1NW48_9ACTN/2-66	A0A1H1NW48	9ACTN	Actinopolymorpha singaporensis	Propionibacteriales	68	32	33	65
A0A239MSA4_9ACTN/2-64	A0A239MSA4	9ACTN	Actinomadura meyerae	Streptosporangiales	68	32	31	63
A0A4Q4BWL7_9MICO/2-63	A0A4Q4BWL7	9MICO		None		32	30	62
A0A940G1B4_9MICO/2-72	A0A940G1B4	9MICO		None		32	39	71
A0A840PL04_9ACTN/2-75	A0A840PL04	9ACTN	Thermocatellispora tengchongensis	Streptosporangiales	77	32	42	74
A0A944KF07_9ACTN/2-81	A0A944KF07	9ACTN		None		32	48	80
A0A0A0C2I8_9CELL/2-64	A0A0A0C2I8	9CELL	Cellulomonas bogoriensis 69B4 = DSM 16987	Micrococcales	65	32	31	63
A0A542Q663_9ACTN/2-81	A0A542Q663	9ACTN		None		32	48	80
A0A261F6D9_9BIFI/2-81	A0A261F6D9	9BIFI	Alloscardovia macacae	Bifidobacteriales	112	32	48	80
A0A7H8ILF1_9ACTN/2-81	A0A7H8ILF1	9ACTN		None		32	48	80
A0A5B0AVA0_9ACTN/2-79	A0A5B0AVA0	9ACTN	Streptomyces apricus	Kitasatosporales	83	32	46	78
A0A1V3X7G2_MYCKA/2-60	A0A1V3X7G2	MYCKA	Mycobacterium kansasii	Mycobacteriales	60	32	27	59
A0A0A0BAH3_9CELL/2-64	A0A0A0BAH3	9CELL	Cellulomonas cellasea DSM 20118	Micrococcales	67	32	31	63
A0A1S1Q0X9_9ACTN/2-67	A0A1S1Q0X9	9ACTN	Parafrankia soli	Frankiales	68	32	34	66
A0A6I2G837_9NOCA/2-69	A0A6I2G837	9NOCA		None		32	36	68
A0A652K6B9_9ACTN/2-79	A0A652K6B9	9ACTN		None		32	46	78
A0A6N7CT79_9NOCA/2-66	A0A6N7CT79	9NOCA		None		32	33	65
A0A7H8JTA5_9ACTN/2-83	A0A7H8JTA5	9ACTN		None		32	50	82
A0A364V828_9CORY/2-58	A0A364V828	9CORY	Corynebacterium heidelbergense	Mycobacteriales	58	32	25	57
A0A430FH51_9BIFI/2-86	A0A430FH51	9BIFI	Bifidobacterium goeldii	Bifidobacteriales	127	32	53	85
A0A1R4HZL8_9MICO/2-61	A0A1R4HZL8	9MICO		None		32	28	60
A0A6B3HIY2_9ACTN/2-79	A0A6B3HIY2	9ACTN		None		32	46	78
A0A917T3N9_9ACTN/2-74	A0A917T3N9	9ACTN	Nakamurella endophytica	Nakamurellales	79	32	41	73
A0AA40SQD0_9MICO/2-54	A0AA40SQD0	9MICO	Microbacterium invictum	Micrococcales	54	32	21	53
A0A941D4H8_9MICO/2-61	A0A941D4H8	9MICO	Phycicoccus avicenniae	Micrococcales	62	32	28	60
A0A095X6D6_9ACTO/2-80	A0A095X6D6	9ACTO		None		32	47	79
A0A848KJA5_9NOCA/2-69	A0A848KJA5	9NOCA	Antrihabitans stalactiti	Mycobacteriales	70	32	36	68
A0A0D1KZB1_9MYCO/2-67	A0A0D1KZB1	9MYCO	Mycolicibacterium llatzerense	Mycobacteriales	70	32	34	66
A0A150HID3_9MICO/2-59	A0A150HID3	9MICO	Microbacterium laevaniformans	Micrococcales	59	32	26	58
A0A317M8A0_9ACTN/2-74	A0A317M8A0	9ACTN		None		32	41	73
A0A4T0UPC0_9ACTN/2-56	A0A4T0UPC0	9ACTN		None		32	23	55
A0A8J7GMV8_9ACTN/2-59	A0A8J7GMV8	9ACTN	Longispora fulva	Micromonosporales	61	32	26	58
A0A7W7LCJ0_STRNE/2-65	A0A7W7LCJ0	STRNE	Streptomyces netropsis (Streptoverticillium netropsis)	Kitasatosporales	83	32	32	64
A0A1Z1WE03_9ACTN/2-64	A0A1Z1WE03	9ACTN	Streptomyces alboflavus	Kitasatosporales	85	32	31	63
Q82FW9_STRAW/2-79	Q82FW9	STRAW	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	Kitasatosporales	83	32	46	78
A0A4R4NIJ5_9ACTN/2-64	A0A4R4NIJ5	9ACTN	Nonomuraea longispora	Streptosporangiales	75	32	31	63
A0A9W6H442_9MICO/54-114	A0A9W6H442	9MICO	Microbacterium barkeri	Micrococcales	114	32	29	61
A0A6L6XQC9_9ACTN/2-61	A0A6L6XQC9	9ACTN	Nocardioides agri	Propionibacteriales	62	32	28	60
A0A2Z4UXR9_9ACTN/2-85	A0A2Z4UXR9	9ACTN		None		32	52	84
A0A926LQ06_9ACTN/2-64	A0A926LQ06	9ACTN		None		32	31	63
A0A1C4NMC1_9ACTN/2-84	A0A1C4NMC1	9ACTN		None		32	51	83
A0A1I6SN25_9ACTN/2-69	A0A1I6SN25	9ACTN	Streptomyces harbinensis	Kitasatosporales	101	32	36	68
A0A1V9KLF1_9ACTN/2-64	A0A1V9KLF1	9ACTN		None		32	31	63
A0A076NTG2_9CORY/2-66	A0A076NTG2	9CORY	Corynebacterium imitans	Mycobacteriales	68	32	33	65
F8E131_CORRG/2-63	F8E131	CORRG	Corynebacterium resistens (strain DSM 45100 / JCM 12819 / GTC 2026 / SICGH 158)	Mycobacteriales	64	32	30	62
A0A223S1Y4_9ACTN/2-72	A0A223S1Y4	9ACTN	Nocardiopsis gilva YIM 90087	Streptosporangiales	90	32	39	71
A0A1I5SVZ6_9PSEU/2-62	A0A1I5SVZ6	9PSEU	Amycolatopsis arida	Pseudonocardiales	62	32	29	61
A0A919VV33_9ACTN/2-70	A0A919VV33	9ACTN	Actinoplanes auranticolor	Micromonosporales	72	32	37	69
A0A0J6YQN1_9MYCO/2-58	A0A0J6YQN1	9MYCO	Mycolicibacterium obuense	Mycobacteriales	59	32	25	57
A0A852SK62_9MICO/2-62	A0A852SK62	9MICO	Herbiconiux flava	Micrococcales	75	32	29	61
A0A197SM54_9ACTN/2-67	A0A197SM54	9ACTN		None		32	34	66
A0A1B1MCD6_STRLN/2-81	A0A1B1MCD6	STRLN	Streptomyces lincolnensis	Kitasatosporales	84	32	48	80
A0A5C4WJ38_9ACTN/2-59	A0A5C4WJ38	9ACTN	Nocardioides albidus	Propionibacteriales	59	32	26	58
A0A931N7C4_9NOCA/2-70	A0A931N7C4	9NOCA	Nocardia bovistercoris	Mycobacteriales	70	32	37	69
A0A8J3USE7_9ACTN/2-72	A0A8J3USE7	9ACTN	Planotetraspora silvatica	Streptosporangiales	78	32	39	71
A0A1H6D4K4_9ACTN/2-56	A0A1H6D4K4	9ACTN	Nonomuraea solani	Streptosporangiales	56	32	23	55
A0A172UJH4_9MYCO/2-60	A0A172UJH4	9MYCO	Mycobacterium adipatum	Mycobacteriales	60	32	27	59
W7IKB4_9PSEU/1-48	W7IKB4	9PSEU	Actinokineospora spheciospongiae	Pseudonocardiales	48	21	27	48
A0A239IK62_9MICO/2-61	A0A239IK62	9MICO		None		32	28	60
A0A975SY92_9ACTN/2-62	A0A975SY92	9ACTN	Nocardioides panacis	Propionibacteriales	65	32	29	61
A0A1B1NEU5_9MICO/2-79	A0A1B1NEU5	9MICO	Serinicoccus hydrothermalis	Micrococcales	82	32	46	78
A0A4R5A470_9ACTN/2-64	A0A4R5A470	9ACTN	Actinomadura darangshiensis	Streptosporangiales	68	32	31	63
A0A367YUM8_9ACTN/2-71	A0A367YUM8	9ACTN	Desertihabitans brevis	Propionibacteriales	72	32	38	70
A0A366DAK7_9NOCA/2-68	A0A366DAK7	9NOCA	Nocardia puris	Mycobacteriales	68	32	35	67
A0A171BGC2_9ACTN/2-63	A0A171BGC2	9ACTN		None		32	30	62
A0A939I5T7_9ACTN/2-73	A0A939I5T7	9ACTN		None		32	40	72
A0A839QRW3_9MICO/2-61	A0A839QRW3	9MICO	Helcobacillus massiliensis	Micrococcales	61	32	28	60
A0A934QQF0_9PSEU/2-62	A0A934QQF0	9PSEU	Prauserella cavernicola	Pseudonocardiales	63	32	29	61
A0A8J3C148_9ACTN/2-68	A0A8J3C148	9ACTN	Mangrovihabitans endophyticus	Micromonosporales	70	32	35	67
A0A2R4FRJ8_9ACTN/2-65	A0A2R4FRJ8	9ACTN		None		32	32	64
A0A430JPE7_9ACTO/2-78	A0A430JPE7	9ACTO		None		32	45	77
A0A918XFM7_9ACTN/2-67	A0A918XFM7	9ACTN	Nocardiopsis kunsanensis	Streptosporangiales	75	32	34	66
A0A944IMD4_9ACTN/2-67	A0A944IMD4	9ACTN		None		32	34	66
A0A4Q2SSU0_9ACTN/2-62	A0A4Q2SSU0	9ACTN	Nocardioides zhouii	Propionibacteriales	64	32	29	61
A0A399JGJ7_9MICC/2-66	A0A399JGJ7	9MICC	Galactobacter valiniphilus	Micrococcales	77	32	33	65
A0A1T5LHC9_9MICO/2-67	A0A1T5LHC9	9MICO	Krasilnikoviella flava	Micrococcales	67	32	34	66
A0A1F1IBB2_9MICC/2-66	A0A1F1IBB2	9MICC		None		32	33	65
A0A562I9V6_MICOL/2-65	A0A562I9V6	MICOL	Micromonospora olivasterospora	Micromonosporales	71	32	32	64
A0A542E093_9MICO/2-64	A0A542E093	9MICO	Lapillicoccus jejuensis	Micrococcales	66	32	31	63
A0A8J7WSD9_9ACTN/2-81	A0A8J7WSD9	9ACTN	Actinocrinis puniceicyclus	Catenulisporales	91	32	48	80
G9PFQ5_9ACTO/2-66	G9PFQ5	9ACTO	Actinomyces graevenitzii C83	Actinomycetales	68	32	33	65
A0A561WRV2_ACTTI/2-68	A0A561WRV2	ACTTI	Actinoplanes teichomyceticus	Micromonosporales	71	32	35	67
A0A930V801_9ACTN/2-59	A0A930V801	9ACTN	Nocardioides islandensis	Propionibacteriales	61	32	26	58
A0A3N4ZBE3_9MICO/2-68	A0A3N4ZBE3	9MICO	Myceligenerans xiligouense	Micrococcales	76	32	35	67
A0A2U3C094_9ACTN/2-64	A0A2U3C094	9ACTN		None		32	31	63
A0A6I3IVS5_9MICO/2-63	A0A6I3IVS5	9MICO	Arsenicicoccus cauae	Micrococcales	65	32	30	62
A0A6H9V6Y9_9ACTN/2-79	A0A6H9V6Y9	9ACTN	Streptomyces luteolifulvus	Kitasatosporales	83	32	46	78
A0A4R5C237_9ACTN/2-64	A0A4R5C237	9ACTN	Actinomadura rubrisoli	Streptosporangiales	68	32	31	63
A0A561BQM7_9ACTN/2-63	A0A561BQM7	9ACTN	Kribbella amoyensis	Propionibacteriales	63	32	30	62
A0A4Y9PAX1_9ACTN/2-70	A0A4Y9PAX1	9ACTN		None		32	37	69
A0A0M8Y102_9ACTN/2-74	A0A0M8Y102	9ACTN		None		32	41	73
A0A2W5WQE9_9MICO/2-66	A0A2W5WQE9	9MICO	Xylanimonas oleitrophica	Micrococcales	67	32	33	65
A0A3A4AWM5_9ACTN/2-54	A0A3A4AWM5	9ACTN	Bailinhaonella thermotolerans	Streptosporangiales	55	32	21	53
A0A060JK33_9MICO/2-74	A0A060JK33	9MICO	Rhodoluna lacicola	Micrococcales	75	32	41	73
A0A496PLA0_9MICC/2-70	A0A496PLA0	9MICC	Galactobacter caseinivorans	Micrococcales	74	32	37	69
A0A919Q1K0_9MICO/2-64	A0A919Q1K0	9MICO	Demequina activiva	Micrococcales	65	32	31	63
A0A1X0DV62_MYCHE/2-61	A0A1X0DV62	MYCHE	Mycobacterium heidelbergense	Mycobacteriales	61	32	28	60
A0A7K0DFU6_9NOCA/2-77	A0A7K0DFU6	9NOCA	Nocardia aurantia	Mycobacteriales	77	32	44	76
A0A9W6SHB7_9ACTN/2-75	A0A9W6SHB7	9ACTN	Actinorhabdospora filicis	Micromonosporales	79	32	42	74
A0A401Y7L7_9ACTN/9-66	A0A401Y7L7	9ACTN		None		32	26	58
A0A1Q5PK55_9ACTO/2-75	A0A1Q5PK55	9ACTO	Boudabousia liubingyangii	Actinomycetales	77	32	42	74
N6X430_9ACTO/2-63	N6X430	9ACTO	Schaalia cardiffensis F0333	Actinomycetales	84	32	30	62
A0A7W3LKX3_ACTNM/2-66	A0A7W3LKX3	ACTNM	Actinomadura kijaniata (Actinomadura namibiensis)	Streptosporangiales	71	32	33	65
A0A542Z843_9MICO/27-89	A0A542Z843	9MICO	Oryzihumus leptocrescens	Micrococcales	90	32	31	63
A0A3A4KRK1_9NOCA/2-78	A0A3A4KRK1	9NOCA	Nocardia panacis	Mycobacteriales	78	32	45	77
K4QYE0_STRDJ/2-64	K4QYE0	STRDJ	Streptomyces davaonensis (strain DSM 101723 / JCM 4913 / KCC S-0913 / 768)	Kitasatosporales	84	32	31	63
A0A2T7TKR3_9MICC/2-72	A0A2T7TKR3	9MICC		None		32	39	71
A0A1Q2HZ14_9CORY/2-65	A0A1Q2HZ14	9CORY	Corynebacterium glaucum	Mycobacteriales	69	32	32	64
A0A6P0H338_9ACTN/2-71	A0A6P0H338	9ACTN	Modestobacter muralis	Geodermatophilales	72	32	38	70
A0A2Z3S5J6_9MICO/2-63	A0A2Z3S5J6	9MICO	Aurantimicrobium photophilum	Micrococcales	64	32	30	62
A0A560WH94_9MICO/2-62	A0A560WH94	9MICO	Marihabitans asiaticum	Micrococcales	63	32	29	61
A0A6B2VGM8_9ACTN/2-65	A0A6B2VGM8	9ACTN		None		32	32	64
A0A0C5GF40_9ACTN/2-65	A0A0C5GF40	9ACTN	Streptomyces cyaneogriseus subsp. noncyanogenus	Kitasatosporales	83	32	32	64
A0A4R4RZU2_9ACTN/2-65	A0A4R4RZU2	9ACTN		None		32	32	64
A0A1I2H2B4_9MICO/2-63	A0A1I2H2B4	9MICO	Flavimobilis marinus	Micrococcales	63	32	30	62
A0A1C6RHH6_9ACTN/2-66	A0A1C6RHH6	9ACTN	Micromonospora rhizosphaerae	Micromonosporales	71	32	33	65
A0A6G7XUZ0_9ACTN/2-61	A0A6G7XUZ0	9ACTN		None		32	28	60
A0A1C6S2I8_9ACTN/2-68	A0A1C6S2I8	9ACTN	Micromonospora nigra	Micromonosporales	71	32	35	67
A0A4R4WR91_9ACTN/2-61	A0A4R4WR91	9ACTN	Kribbella turkmenica	Propionibacteriales	61	32	28	60
K9AIV0_9MICO/2-73	K9AIV0	9MICO	Brevibacterium casei S18	Micrococcales	74	32	40	72
A0A3D9SVX4_9ACTN/2-59	A0A3D9SVX4	9ACTN	Thermomonospora umbrina	Streptosporangiales	64	32	26	58
E2SC02_9ACTN/2-56	E2SC02	9ACTN	Aeromicrobium marinum DSM 15272	Propionibacteriales	56	32	23	55
A0A1A9GGG2_9ACTN/2-59	A0A1A9GGG2	9ACTN	Nocardioides dokdonensis FR1436	Propionibacteriales	59	32	26	58
A0A0X3VCN6_9ACTN/2-69	A0A0X3VCN6	9ACTN	Actinoplanes awajinensis subsp. mycoplanecinus	Micromonosporales	71	32	36	68
A0A1G9P0U8_9CORY/2-60	A0A1G9P0U8	9CORY	Corynebacterium mycetoides	Mycobacteriales	65	32	27	59
A0A2A9EDP3_9MICO/2-62	A0A2A9EDP3	9MICO	Flavimobilis soli	Micrococcales	63	32	29	61
A0A3M0HV21_9ACTN/2-81	A0A3M0HV21	9ACTN	Streptomyces shenzhenensis	Kitasatosporales	83	32	48	80
A0A6I5CSA5_9ACTN/2-81	A0A6I5CSA5	9ACTN		None		32	48	80
A0A7Y2LZP0_9MICO/2-62	A0A7Y2LZP0	9MICO	Microbacterium ulmi	Micrococcales	66	32	29	61
A0A5N6MV00_9MICC/2-73	A0A5N6MV00	9MICC	Arthrobacter yangruifuii	Micrococcales	77	32	40	72
A0A0U3EU20_9ACTN/2-81	A0A0U3EU20	9ACTN		None		32	48	80
A0A7W5FIM5_9ACTN/1-58	A0A7W5FIM5	9ACTN	Actinoplanes campanulatus	Micromonosporales	65	21	37	58
A0A2W2E7A8_9ACTN/2-70	A0A2W2E7A8	9ACTN	Nonomuraea aridisoli	Streptosporangiales	76	32	37	69
A0AA41QAP5_9MICO/2-67	A0AA41QAP5	9MICO	Antribacter soli	Micrococcales	70	32	34	66
